"Plugin","Plugin Name","IP Address","MAC Address","Repository","DNS Name","NetBIOS Name"
"102094","SSH Commands Require Privilege Escalation","10.200.27.9","52:54:00:69:00:5a","ms.vicksburg-0012.erdc.usace - v4","dstat-db1.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.9","52:54:00:69:00:5a","ms.vicksburg-0012.erdc.usace - v4","dstat-db1.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.12","00:50:56:96:88:33","ms.vicksburg-0012.erdc.usace - v4","ms-db1ext.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.12","00:50:56:96:88:33","ms.vicksburg-0012.erdc.usace - v4","ms-db1ext.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.21","00:50:56:99:c8:25","ms.vicksburg-0012.erdc.usace - v4","cesat-testing-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.21","00:50:56:99:c8:25","ms.vicksburg-0012.erdc.usace - v4","cesat-testing-db.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.22","00:50:56:99:75:a7","ms.vicksburg-0012.erdc.usace - v4","cesat-training-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.22","00:50:56:99:75:a7","ms.vicksburg-0012.erdc.usace - v4","cesat-training-db.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.55","00:50:56:99:5c:2e","ms.vicksburg-0012.erdc.usace - v4","cesat-db-prod.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.55","00:50:56:99:5c:2e","ms.vicksburg-0012.erdc.usace - v4","cesat-db-prod.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.98","00:50:56:96:5e:9e","ms.vicksburg-0012.erdc.usace - v4","epas-dev-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.98","00:50:56:96:5e:9e","ms.vicksburg-0012.erdc.usace - v4","epas-dev-db.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.51.184","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wb.erdc.dren.mil","UNKNOWN\ILO2M205300WB"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.184","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wb.erdc.dren.mil","UNKNOWN\ILO2M205300WB"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.185","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wc.erdc.dren.mil","UNKNOWN\ILO2M205300WC"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.185","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wc.erdc.dren.mil","UNKNOWN\ILO2M205300WC"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.188","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hy.erdc.dren.mil","UNKNOWN\ILO2M203708HY"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.188","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hy.erdc.dren.mil","UNKNOWN\ILO2M203708HY"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.189","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hz.erdc.dren.mil","UNKNOWN\ILO2M203708HZ"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.189","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hz.erdc.dren.mil","UNKNOWN\ILO2M203708HZ"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.191","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wf.erdc.dren.mil","UNKNOWN\ILO2M205300WF"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.191","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wf.erdc.dren.mil","UNKNOWN\ILO2M205300WF"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.193","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wd.erdc.dren.mil","UNKNOWN\ILO2M205300WD"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.193","","ms.vicksburg-0012.erdc.usace - v4","ilo2m205300wd.erdc.dren.mil","UNKNOWN\ILO2M205300WD"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.13","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.13","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.13","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.57.18","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.57.18","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.57.19","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.57.19","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.80","00:50:56:99:54:9b","ms.vicksburg-0012.erdc.usace - v4","fudsrt1.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.80","00:50:56:99:54:9b","ms.vicksburg-0012.erdc.usace - v4","fudsrt1.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.185","00:50:56:96:75:f2","ms.vicksburg-0012.erdc.usace - v4","chl-data-transfer.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.185","00:50:56:96:75:f2","ms.vicksburg-0012.erdc.usace - v4","chl-data-transfer.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.204","","ms.vicksburg-0012.erdc.usace - v4","comet.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.152.141","00:50:56:99:d3:f5","ms.vicksburg-0012.erdc.usace - v4","esridc.erdc.dren.mil","ERDC\ESRIOPSDC"
"21745","Authentication Failure - Local Checks Not Run","10.200.152.152","","ms.vicksburg-0012.erdc.usace - v4","mvoss-wv-09f1.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.152.152","","ms.vicksburg-0012.erdc.usace - v4","mvoss-wv-09f1.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.154.4","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.154.4","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.154.26","00:50:56:99:28:8a","ms.vicksburg-0012.erdc.usace - v4","teamengine.erdc.dren.mil","ERDC\TEAMENGINE"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.154.26","00:50:56:99:28:8a","ms.vicksburg-0012.erdc.usace - v4","teamengine.erdc.dren.mil","ERDC\TEAMENGINE"
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.154.130","00:50:56:96:2e:cc","ms.vicksburg-0012.erdc.usace - v4","","JPS\MBPS-DEVVM"
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.154.137","00:50:56:99:e5:94","ms.vicksburg-0012.erdc.usace - v4","dc1.mbps.baseline","mbps1\MBPS-DC02-BASE"
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.154.139","00:50:56:99:30:36","ms.vicksburg-0012.erdc.usace - v4","dc2.mbps.baseline","mbps1\MBPS-DC01-BASE"
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.154.141","00:50:56:96:50:61","ms.vicksburg-0012.erdc.usace - v4","stcbaseline-mbps.erdc.dren.mil","mbps1\DC01-2016-BASE"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.194","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.194","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.194","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"102094","SSH Commands Require Privilege Escalation","10.200.221.68","5e:79:8b:96:d7:5c","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.68","5e:79:8b:96:d7:5c","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.70","ce:bd:e4:f4:f9:02","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.70","ce:bd:e4:f4:f9:02","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.71","26:98:c6:34:74:7d","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.71","26:98:c6:34:74:7d","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.72","4a:71:4e:78:cb:ae","ms.vicksburg-0012.erdc.usace - v4","",""
